5.26km/h, 0.00 V, -0.81A , 13:5:27
55.41km/h, 65.91 V, -9.77A , 13:54:48
55.37km/h, 65.91 V, -9.86A , 13:54:48
55.36km/h, 65.93 V, -9.74A , 13:54:48
55.37km/h, 65.89 V, -9.72A , 13:54:48
55.33km/h, 65.81 V, -9.78A , 13:54:48
55.31km/h, 65.85 V, -9.77A , 13:54:48
55.32km/h, 65.77 V, -9.96A , 13:54:48
55.35km/h, 65.79 V, -9.80A , 13:54:48
55.38km/h, 65.77 V, -9.68A , 13:54:48
55.44km/h, 65.75 V, -9.81A , 13:54:48
55.45km/h, 65.77 V, -9.60A , 13:54:48
55.46km/h, 65.87 V, -9.47A , 13:54:48
55.46km/h, 65.77 V, -9.55A , 13:54:48
55.46km/h, 65.81 V, -9.40A , 13:54:48
55.46km/h, 65.92 V, -9.18A , 13:54:48
55.45km/h, 65.87 V, -9.33A , 13:54:48
55.46km/h, 65.88 V, -9.27A , 13:54:48
55.49km/h, 65.81 V, -9.48A , 13:54:48
55.50km/h, 65.74 V, -9.64A , 13:54:48
55.50km/h, 65.71 V, -9.46A , 13:54:48
55.47km/h, 65.73 V, -9.64A , 13:54:48
55.47km/h, 65.67 V, -9.74A , 13:54:48
55.49km/h, 65.70 V, -9.75A , 13:54:49
55.49km/h, 65.72 V, -9.84A , 13:54:49
55.51km/h, 65.62 V, -10.04A , 13:54:49
55.52km/h, 65.67 V, -9.76A , 13:54:49
55.50km/h, 65.61 V, -9.70A , 13:54:49
55.43km/h, 65.63 V, -9.69A , 13:54:49
55.40km/h, 65.65 V, -9.68A , 13:54:49
55.43km/h, 65.63 V, -9.86A , 13:54:49
55.43km/h, 65.51 V, -9.95A , 13:54:49
55.42km/h, 65.52 V, -9.90A , 13:54:49
55.43km/h, 65.53 V, -9.82A , 13:54:49
55.42km/h, 65.51 V, -9.66A , 13:54:49
55.43km/h, 65.51 V, -9.49A , 13:54:49
55.40km/h, 65.50 V, -9.65A , 13:54:49
55.39km/h, 65.54 V, -9.71A , 13:54:49
55.40km/h, 65.54 V, -9.68A , 13:54:49
55.42km/h, 65.55 V, -9.67A , 13:54:49
55.39km/h, 65.57 V, -9.62A , 13:54:49
55.45km/h, 65.65 V, -9.42A , 13:54:49
55.46km/h, 65.60 V, -9.44A , 13:54:49
55.43km/h, 65.60 V, -9.38A , 13:54:49
55.41km/h, 65.50 V, -9.64A , 13:54:49
55.39km/h, 65.46 V, -9.96A , 13:54:49
55.45km/h, 65.43 V, -9.85A , 13:54:49
55.45km/h, 65.46 V, -9.76A , 13:54:49
55.45km/h, 65.47 V, -9.80A , 13:54:50
55.43km/h, 65.56 V, -9.61A , 13:54:50
55.42km/h, 65.58 V, -9.55A , 13:54:50
55.37km/h, 65.59 V, -9.67A , 13:54:50
55.34km/h, 65.65 V, -9.68A , 13:54:50
55.35km/h, 65.69 V, -9.80A , 13:54:50
55.32km/h, 65.67 V, -9.78A , 13:54:50
55.32km/h, 65.83 V, -9.46A , 13:54:50
55.28km/h, 65.87 V, -9.54A , 13:54:50
55.28km/h, 65.85 V, -9.47A , 13:54:50
55.25km/h, 65.85 V, -9.45A , 13:54:50
55.26km/h, 65.83 V, -9.61A , 13:54:50
55.25km/h, 65.89 V, -9.51A , 13:54:50
55.24km/h, 65.88 V, -9.39A , 13:54:50
55.25km/h, 65.90 V, -9.38A , 13:54:50
55.23km/h, 65.94 V, -9.35A , 13:54:50
55.24km/h, 66.01 V, -9.23A , 13:54:50
55.27km/h, 65.92 V, -9.47A , 13:54:50
55.28km/h, 65.91 V, -9.38A , 13:54:50
55.31km/h, 65.94 V, -9.40A , 13:54:50
55.33km/h, 65.91 V, -9.51A , 13:54:50
55.30km/h, 65.83 V, -9.52A , 13:54:50
55.31km/h, 65.75 V, -9.73A , 13:54:50
55.32km/h, 65.73 V, -9.83A , 13:54:50
55.34km/h, 65.75 V, -9.78A , 13:54:51
55.36km/h, 65.77 V, -9.77A , 13:54:51
55.39km/h, 65.73 V, -9.87A , 13:54:51
55.39km/h, 65.77 V, -9.78A , 13:54:51
55.43km/h, 65.67 V, -9.92A , 13:54:51
55.43km/h, 65.65 V, -10.05A , 13:54:51
55.47km/h, 65.69 V, -9.84A , 13:54:51
55.50km/h, 65.71 V, -9.72A , 13:54:51
55.46km/h, 65.69 V, -9.77A , 13:54:51
55.48km/h, 65.74 V, -9.68A , 13:54:51
55.46km/h, 65.71 V, -9.67A , 13:54:51
55.44km/h, 65.69 V, -9.47A , 13:54:51
55.39km/h, 65.64 V, -9.48A , 13:54:51
55.37km/h, 65.57 V, -9.59A , 13:54:51
55.37km/h, 65.67 V, -9.39A , 13:54:51
55.37km/h, 65.64 V, -9.28A , 13:54:51
55.38km/h, 65.64 V, -9.36A , 13:54:51
55.37km/h, 65.67 V, -9.32A , 13:54:51
55.40km/h, 65.71 V, -9.18A , 13:54:51
55.38km/h, 65.63 V, -9.47A , 13:54:51
55.40km/h, 65.52 V, -9.51A , 13:54:51
55.45km/h, 65.45 V, -9.68A , 13:54:51
55.50km/h, 65.52 V, -9.63A , 13:54:51
55.48km/h, 65.59 V, -9.46A , 13:54:51
55.44km/h, 65.61 V, -9.55A , 13:54:51
55.42km/h, 65.64 V, -9.64A , 13:54:52
55.36km/h, 65.61 V, -9.61A , 13:54:52
55.34km/h, 65.55 V, -9.71A , 13:54:52
55.32km/h, 65.47 V, -9.85A , 13:54:52
55.30km/h, 65.51 V, -9.68A , 13:54:52
55.31km/h, 65.57 V, -9.68A , 13:54:52
55.33km/h, 65.53 V, -9.79A , 13:54:52
55.36km/h, 65.51 V, -9.81A , 13:54:52
55.39km/h, 65.47 V, -9.87A , 13:54:52
55.40km/h, 65.32 V, -9.96A , 13:54:52
55.42km/h, 65.32 V, -9.82A , 13:54:52
55.45km/h, 65.34 V, -9.82A , 13:54:52
55.46km/h, 65.34 V, -9.69A , 13:54:52
55.48km/h, 65.41 V, -9.47A , 13:54:52
55.51km/h, 65.36 V, -9.59A , 13:54:52
55.49km/h, 65.39 V, -9.52A , 13:54:52
55.46km/h, 65.41 V, -9.47A , 13:54:52
55.44km/h, 65.32 V, -9.65A , 13:54:52
55.45km/h, 65.36 V, -9.50A , 13:54:52
55.47km/h, 65.48 V, -9.33A , 13:54:52
55.47km/h, 65.40 V, -9.50A , 13:54:52
55.50km/h, 65.39 V, -9.49A , 13:54:52
55.53km/h, 65.36 V, -9.63A , 13:54:52
55.56km/h, 65.30 V, -9.96A , 13:54:52
55.59km/h, 65.34 V, -9.67A , 13:54:52
55.60km/h, 65.35 V, -9.67A , 13:54:53
55.59km/h, 65.38 V, -9.70A , 13:54:53
55.53km/h, 65.53 V, -9.37A , 13:54:53
55.49km/h, 65.55 V, -9.42A , 13:54:53
55.47km/h, 65.59 V, -9.64A , 13:54:53
55.46km/h, 65.72 V, -9.56A , 13:54:53
55.43km/h, 65.76 V, -9.58A , 13:54:53
55.37km/h, 65.83 V, -9.61A , 13:54:53
55.33km/h, 65.86 V, -9.42A , 13:54:53
55.29km/h, 65.89 V, -9.64A , 13:54:53
55.30km/h, 65.94 V, -9.55A , 13:54:53
55.30km/h, 65.94 V, -9.53A , 13:54:53
55.35km/h, 65.93 V, -9.62A , 13:54:53
55.36km/h, 65.99 V, -9.48A , 13:54:53
55.34km/h, 65.99 V, -9.27A , 13:54:53
55.33km/h, 65.85 V, -9.49A , 13:54:53
55.34km/h, 65.76 V, -9.57A , 13:54:53
55.40km/h, 65.81 V, -9.43A , 13:54:53
55.40km/h, 65.82 V, -9.41A , 13:54:53
55.37km/h, 65.77 V, -9.26A , 13:54:53
55.32km/h, 65.70 V, -9.39A , 13:54:53
55.30km/h, 65.65 V, -9.56A , 13:54:53
55.29km/h, 65.60 V, -9.57A , 13:54:53
55.30km/h, 65.43 V, -9.82A , 13:54:53
55.34km/h, 65.36 V, -9.93A , 13:54:54
55.33km/h, 65.42 V, -9.65A , 13:54:54
55.35km/h, 65.46 V, -9.49A , 13:54:54
55.31km/h, 65.35 V, -9.65A , 13:54:54
55.31km/h, 65.32 V, -9.72A , 13:54:54
55.35km/h, 65.36 V, -9.82A , 13:54:54
55.34km/h, 65.34 V, -9.95A , 13:54:54
55.38km/h, 65.37 V, -9.69A , 13:54:54
55.38km/h, 65.37 V, -9.73A , 13:54:54
55.38km/h, 65.43 V, -9.64A , 13:54:54
55.37km/h, 65.49 V, -9.66A , 13:54:54
55.43km/h, 65.49 V, -9.79A , 13:54:54
55.42km/h, 65.51 V, -9.66A , 13:54:54
55.44km/h, 65.55 V, -9.43A , 13:54:54
55.41km/h, 65.55 V, -9.39A , 13:54:54
55.40km/h, 65.52 V, -9.27A , 13:54:54
55.40km/h, 65.55 V, -9.20A , 13:54:54
55.38km/h, 65.55 V, -9.39A , 13:54:54
55.39km/h, 65.56 V, -9.23A , 13:54:54
55.36km/h, 65.58 V, -9.28A , 13:54:54
55.36km/h, 65.58 V, -9.33A , 13:54:54
55.29km/h, 65.61 V, -9.31A , 13:54:54
55.28km/h, 65.65 V, -9.47A , 13:54:54
55.24km/h, 65.70 V, -9.71A , 13:54:54
55.26km/h, 65.77 V, -9.67A , 13:54:54
55.26km/h, 65.87 V, -9.74A , 13:54:55
55.25km/h, 65.83 V, -9.81A , 13:54:55
55.23km/h, 65.88 V, -9.68A , 13:54:55
55.21km/h, 65.88 V, -9.85A , 13:54:55
55.22km/h, 65.86 V, -9.86A , 13:54:55
55.22km/h, 65.86 V, -9.85A , 13:54:55
55.23km/h, 65.88 V, -9.90A , 13:54:55
55.22km/h, 65.81 V, -10.04A , 13:54:55
55.30km/h, 65.78 V, -9.90A , 13:54:55
55.32km/h, 65.77 V, -9.90A , 13:54:55
55.33km/h, 65.76 V, -9.69A , 13:54:55
55.33km/h, 65.84 V, -9.59A , 13:54:55
55.36km/h, 65.87 V, -9.77A , 13:54:55
55.40km/h, 65.93 V, -9.60A , 13:54:55
55.44km/h, 65.98 V, -9.45A , 13:54:55
55.44km/h, 65.95 V, -9.40A , 13:54:55
55.46km/h, 65.95 V, -9.17A , 13:54:55
55.48km/h, 66.01 V, -8.97A , 13:54:55
55.43km/h, 65.99 V, -9.08A , 13:54:55
55.41km/h, 65.97 V, -9.19A , 13:54:55
55.43km/h, 65.89 V, -9.43A , 13:54:55
55.47km/h, 65.82 V, -9.49A , 13:54:55
55.49km/h, 65.78 V, -9.35A , 13:54:55
55.45km/h, 65.71 V, -9.50A , 13:54:55
55.43km/h, 65.65 V, -9.73A , 13:54:55
55.42km/h, 65.66 V, -9.68A , 13:54:56
55.41km/h, 65.67 V, -9.73A , 13:54:56
55.42km/h, 65.66 V, -9.90A , 13:54:56
55.37km/h, 65.70 V, -9.75A , 13:54:56
55.38km/h, 65.64 V, -9.60A , 13:54:56
55.37km/h, 65.53 V, -9.60A , 13:54:56
55.32km/h, 65.54 V, -9.57A , 13:54:56
55.30km/h, 65.48 V, -9.56A , 13:54:56
55.29km/h, 65.52 V, -9.47A , 13:54:56
55.28km/h, 65.53 V, -9.33A , 13:54:56
55.28km/h, 65.51 V, -9.34A , 13:54:56
55.26km/h, 65.47 V, -9.36A , 13:54:56
55.23km/h, 65.43 V, -9.39A , 13:54:56
55.29km/h, 65.36 V, -9.52A , 13:54:56
55.29km/h, 65.45 V, -9.43A , 13:54:56
55.26km/h, 65.57 V, -9.27A , 13:54:56
55.28km/h, 65.56 V, -9.36A , 13:54:56
55.27km/h, 65.59 V, -9.29A , 13:54:56
55.30km/h, 65.54 V, -9.32A , 13:54:56
55.30km/h, 65.48 V, -9.42A , 13:54:56
55.31km/h, 65.49 V, -9.42A , 13:54:56
55.35km/h, 65.45 V, -9.54A , 13:54:56
55.39km/h, 65.41 V, -9.57A , 13:54:56
55.40km/h, 65.42 V, -9.58A , 13:54:56
55.42km/h, 65.47 V, -9.66A , 13:54:57
55.45km/h, 65.43 V, -9.74A , 13:54:57
55.47km/h, 65.43 V, -9.54A , 13:54:57
55.48km/h, 65.41 V, -9.55A , 13:54:57
55.50km/h, 65.33 V, -9.71A , 13:54:57
55.49km/h, 65.38 V, -9.63A , 13:54:57
55.52km/h, 65.43 V, -9.59A , 13:54:57
55.54km/h, 65.45 V, -9.49A , 13:54:57
55.49km/h, 65.49 V, -9.34A , 13:54:57
55.46km/h, 65.51 V, -9.42A , 13:54:57
55.44km/h, 65.48 V, -9.40A , 13:54:57
55.41km/h, 65.50 V, -9.44A , 13:54:57
55.46km/h, 65.55 V, -9.50A , 13:54:57
55.46km/h, 65.61 V, -9.35A , 13:54:57
55.41km/h, 65.76 V, -9.13A , 13:54:57
55.39km/h, 65.74 V, -9.32A , 13:54:57
55.35km/h, 65.69 V, -9.44A , 13:54:57
55.32km/h, 65.75 V, -9.48A , 13:54:57
55.39km/h, 65.81 V, -9.57A , 13:54:57
55.46km/h, 65.85 V, -9.28A , 13:54:57
55.48km/h, 65.85 V, -9.23A , 13:54:57
55.47km/h, 65.86 V, -9.27A , 13:54:57
55.42km/h, 65.85 V, -9.34A , 13:54:57
55.39km/h, 65.77 V, -9.66A , 13:54:57
55.42km/h, 65.70 V, -9.81A , 13:54:57
55.43km/h, 65.73 V, -9.67A , 13:54:58
55.45km/h, 65.62 V, -9.63A , 13:54:58
55.46km/h, 65.53 V, -9.68A , 13:54:58
55.42km/h, 65.45 V, -9.55A , 13:54:58
55.38km/h, 65.39 V, -9.64A , 13:54:58
55.34km/h, 65.34 V, -9.79A , 13:54:58
55.33km/h, 65.30 V, -9.80A , 13:54:58
55.34km/h, 65.27 V, -9.81A , 13:54:58
55.36km/h, 65.29 V, -9.65A , 13:54:58
55.35km/h, 65.30 V, -9.56A , 13:54:58
55.39km/h, 65.29 V, -9.56A , 13:54:58
55.39km/h, 65.38 V, -9.42A , 13:54:58
55.38km/h, 65.45 V, -9.33A , 13:54:58
55.38km/h, 65.49 V, -9.47A , 13:54:58
55.38km/h, 65.55 V, -9.48A , 13:54:58
55.39km/h, 65.59 V, -9.48A , 13:54:58
55.42km/h, 65.60 V, -9.59A , 13:54:58
55.42km/h, 65.58 V, -9.57A , 13:54:58
55.43km/h, 65.61 V, -9.54A , 13:54:58
55.44km/h, 65.63 V, -9.65A , 13:54:58
55.42km/h, 65.66 V, -9.54A , 13:54:58
55.38km/h, 65.69 V, -9.59A , 13:54:58
55.36km/h, 65.68 V, -9.71A , 13:54:58
55.35km/h, 65.71 V, -9.61A , 13:54:58
55.35km/h, 65.66 V, -9.69A , 13:54:59
55.35km/h, 65.66 V, -9.71A , 13:54:59
55.34km/h, 65.69 V, -9.57A , 13:54:59
55.35km/h, 65.69 V, -9.56A , 13:54:59
55.36km/h, 65.71 V, -9.49A , 13:54:59
55.34km/h, 65.79 V, -9.32A , 13:54:59
55.33km/h, 65.79 V, -9.40A , 13:54:59
55.32km/h, 65.85 V, -9.30A , 13:54:59
55.33km/h, 65.87 V, -9.26A , 13:54:59
55.34km/h, 65.79 V, -9.50A , 13:54:59
55.37km/h, 65.80 V, -9.43A , 13:54:59
55.42km/h, 65.88 V, -9.26A , 13:54:59
55.45km/h, 65.80 V, -9.32A , 13:54:59
55.44km/h, 65.84 V, -9.18A , 13:54:59
55.39km/h, 65.77 V, -9.28A , 13:54:59
55.38km/h, 65.65 V, -9.45A , 13:54:59
55.38km/h, 65.60 V, -9.53A , 13:54:59
55.41km/h, 65.55 V, -9.71A , 13:54:59
55.42km/h, 65.51 V, -9.72A , 13:54:59
55.38km/h, 65.55 V, -9.57A , 13:54:59
55.31km/h, 65.49 V, -9.69A , 13:54:59
55.32km/h, 65.34 V, -9.97A , 13:54:59
55.31km/h, 65.33 V, -9.97A , 13:54:59
55.32km/h, 65.33 V, -9.96A , 13:54:59
55.34km/h, 65.37 V, -10.03A , 13:54:59
55.37km/h, 65.45 V, -9.84A , 13:55:0
55.39km/h, 65.41 V, -9.80A , 13:55:0
55.40km/h, 65.45 V, -9.63A , 13:55:0
55.38km/h, 65.36 V, -9.57A , 13:55:0
55.45km/h, 65.40 V, -9.67A , 13:55:0
55.51km/h, 65.44 V, -9.55A , 13:55:0
55.53km/h, 65.47 V, -9.31A , 13:55:0
55.54km/h, 65.53 V, -9.19A , 13:55:0
55.53km/h, 65.59 V, -9.18A , 13:55:0
55.53km/h, 65.61 V, -9.03A , 13:55:0
55.50km/h, 65.56 V, -9.22A , 13:55:0
55.45km/h, 65.61 V, -9.23A , 13:55:0
55.47km/h, 65.53 V, -9.47A , 13:55:0
55.53km/h, 65.62 V, -9.63A , 13:55:0
55.53km/h, 65.61 V, -9.46A , 13:55:0
55.53km/h, 65.61 V, -9.53A , 13:55:0
55.50km/h, 65.61 V, -9.66A , 13:55:0
55.47km/h, 65.65 V, -9.56A , 13:55:0
55.43km/h, 65.67 V, -9.68A , 13:55:0
55.44km/h, 65.69 V, -9.81A , 13:55:0
55.43km/h, 65.65 V, -9.70A , 13:55:0
55.46km/h, 65.63 V, -9.69A , 13:55:0
55.47km/h, 65.61 V, -9.63A , 13:55:0
55.41km/h, 65.61 V, -9.50A , 13:55:0
55.40km/h, 65.59 V, -9.51A , 13:55:0
55.36km/h, 65.59 V, -9.53A , 13:55:1
55.35km/h, 65.61 V, -9.47A , 13:55:1
55.37km/h, 65.63 V, -9.57A , 13:55:1
55.40km/h, 65.55 V, -9.58A , 13:55:1
55.40km/h, 65.56 V, -9.26A , 13:55:1
55.43km/h, 65.61 V, -9.26A , 13:55:1
55.40km/h, 65.57 V, -9.38A , 13:55:1
55.40km/h, 65.61 V, -9.38A , 13:55:1
55.46km/h, 65.59 V, -9.40A , 13:55:1
55.48km/h, 65.61 V, -9.26A , 13:55:1
55.48km/h, 65.59 V, -9.15A , 13:55:1
55.53km/h, 65.52 V, -9.33A , 13:55:1
55.55km/h, 65.49 V, -9.13A , 13:55:1
55.60km/h, 65.46 V, -9.02A , 13:55:1
55.62km/h, 65.36 V, -9.36A , 13:55:1
55.63km/h, 65.35 V, -9.36A , 13:55:1
55.68km/h, 65.47 V, -9.15A , 13:55:1
55.70km/h, 65.47 V, -9.18A , 13:55:1
55.64km/h, 65.50 V, -9.06A , 13:55:1
55.59km/h, 65.55 V, -9.16A , 13:55:1
55.57km/h, 65.61 V, -9.22A , 13:55:1
55.51km/h, 65.74 V, -9.01A , 13:55:1
55.44km/h, 65.79 V, -9.26A , 13:55:1
55.40km/h, 65.88 V, -9.35A , 13:55:1
55.35km/h, 65.95 V, -9.27A , 13:55:2
55.32km/h, 65.99 V, -9.35A , 13:55:2
55.29km/h, 65.93 V, -9.44A , 13:55:2
55.27km/h, 65.96 V, -9.42A , 13:55:2
55.28km/h, 66.04 V, -9.54A , 13:55:2
55.29km/h, 66.01 V, -9.61A , 13:55:2
55.33km/h, 65.97 V, -9.63A , 13:55:2
55.39km/h, 65.89 V, -9.64A , 13:55:2
55.43km/h, 65.84 V, -9.39A , 13:55:2
55.44km/h, 65.82 V, -9.26A , 13:55:2
55.45km/h, 65.74 V, -9.37A , 13:55:2
55.45km/h, 65.70 V, -9.26A , 13:55:2
55.42km/h, 65.66 V, -9.23A , 13:55:2
55.37km/h, 65.62 V, -9.28A , 13:55:2
55.36km/h, 65.51 V, -9.13A , 13:55:2
55.34km/h, 65.48 V, -9.13A , 13:55:2
55.33km/h, 65.42 V, -9.29A , 13:55:2
55.27km/h, 65.43 V, -9.36A , 13:55:2
55.27km/h, 65.35 V, -9.65A , 13:55:2
55.30km/h, 65.28 V, -9.83A , 13:55:2
55.36km/h, 65.36 V, -9.65A , 13:55:2
55.36km/h, 65.35 V, -9.71A , 13:55:2
55.41km/h, 65.31 V, -9.75A , 13:55:2
55.44km/h, 65.31 V, -9.61A , 13:55:2
55.45km/h, 65.30 V, -9.69A , 13:55:2
55.46km/h, 65.29 V, -9.73A , 13:55:3
55.45km/h, 65.36 V, -9.58A , 13:55:3
55.44km/h, 65.39 V, -9.52A , 13:55:3
55.38km/h, 65.40 V, -9.52A , 13:55:3
55.32km/h, 65.47 V, -9.47A , 13:55:3
55.30km/h, 65.45 V, -9.64A , 13:55:3
55.26km/h, 65.48 V, -9.53A , 13:55:3
55.21km/h, 65.57 V, -9.54A , 13:55:3
55.23km/h, 65.52 V, -9.76A , 13:55:3
55.24km/h, 65.53 V, -9.71A , 13:55:3
55.29km/h, 65.53 V, -9.66A , 13:55:3
55.32km/h, 65.53 V, -9.64A , 13:55:3
55.35km/h, 65.53 V, -9.54A , 13:55:3
55.40km/h, 65.61 V, -9.37A , 13:55:3
55.38km/h, 65.62 V, -9.40A , 13:55:3
55.34km/h, 65.56 V, -9.38A , 13:55:3
55.38km/h, 65.55 V, -9.55A , 13:55:3
55.46km/h, 65.49 V, -9.67A , 13:55:3
55.48km/h, 65.59 V, -9.47A , 13:55:3
55.48km/h, 65.59 V, -9.60A , 13:55:3
55.46km/h, 65.60 V, -9.55A , 13:55:3
55.43km/h, 65.65 V, -9.43A , 13:55:3
55.42km/h, 65.69 V, -9.49A , 13:55:3
55.41km/h, 65.71 V, -9.62A , 13:55:3
55.43km/h, 65.69 V, -9.57A , 13:55:4
55.44km/h, 65.79 V, -9.45A , 13:55:4
55.40km/h, 65.87 V, -9.47A , 13:55:4
55.32km/h, 65.95 V, -9.30A , 13:55:4
55.27km/h, 65.92 V, -9.33A , 13:55:4
55.24km/h, 65.95 V, -9.18A , 13:55:4
55.19km/h, 65.92 V, -9.31A , 13:55:4
55.21km/h, 65.82 V, -9.55A , 13:55:4
55.22km/h, 65.77 V, -9.47A , 13:55:4
55.24km/h, 65.66 V, -9.40A , 13:55:4
55.29km/h, 65.56 V, -9.55A , 13:55:4
55.35km/h, 65.52 V, -9.51A , 13:55:4
55.42km/h, 65.46 V, -9.33A , 13:55:4
55.45km/h, 65.43 V, -9.35A , 13:55:4
55.43km/h, 65.36 V, -9.42A , 13:55:4
55.44km/h, 65.34 V, -9.54A , 13:55:4
55.47km/h, 65.33 V, -9.55A , 13:55:4
55.45km/h, 65.34 V, -9.42A , 13:55:4
55.41km/h, 65.31 V, -9.66A , 13:55:4
55.41km/h, 65.35 V, -9.85A , 13:55:4
55.41km/h, 65.38 V, -9.78A , 13:55:4
55.40km/h, 65.34 V, -9.81A , 13:55:4
55.42km/h, 65.31 V, -9.90A , 13:55:4
55.42km/h, 65.32 V, -9.75A , 13:55:4
55.45km/h, 65.36 V, -9.71A , 13:55:4
55.45km/h, 65.38 V, -9.60A , 13:55:5
55.43km/h, 65.44 V, -9.51A , 13:55:5
55.41km/h, 65.46 V, -9.57A , 13:55:5
55.43km/h, 65.53 V, -9.43A , 13:55:5
55.41km/h, 65.53 V, -9.26A , 13:55:5
55.36km/h, 65.58 V, -9.37A , 13:55:5
55.35km/h, 65.59 V, -9.37A , 13:55:5
55.31km/h, 65.62 V, -9.45A , 13:55:5
55.34km/h, 65.54 V, -9.80A , 13:55:5
55.33km/h, 65.54 V, -9.64A , 13:55:5
55.31km/h, 65.46 V, -9.73A , 13:55:5
55.31km/h, 65.41 V, -9.73A , 13:55:5
55.35km/h, 65.39 V, -9.72A , 13:55:5
55.32km/h, 65.36 V, -9.82A , 13:55:5
55.38km/h, 65.34 V, -9.85A , 13:55:5
55.39km/h, 65.32 V, -9.62A , 13:55:5
55.39km/h, 65.28 V, -9.59A , 13:55:5
55.37km/h, 65.24 V, -9.60A , 13:55:5
55.33km/h, 65.28 V, -9.46A , 13:55:5
55.33km/h, 65.29 V, -9.63A , 13:55:5
55.35km/h, 65.27 V, -9.80A , 13:55:5
55.42km/h, 65.27 V, -9.71A , 13:55:5
55.42km/h, 65.27 V, -9.59A , 13:55:5
55.44km/h, 65.22 V, -9.36A , 13:55:5
55.37km/h, 65.24 V, -9.23A , 13:55:6
55.35km/h, 65.24 V, -9.28A , 13:55:6
55.31km/h, 65.32 V, -9.25A , 13:55:6
55.35km/h, 65.32 V, -9.09A , 13:55:6
55.35km/h, 65.33 V, -9.03A , 13:55:6
55.36km/h, 65.30 V, -8.91A , 13:55:6
55.33km/h, 65.45 V, -8.73A , 13:55:6
55.27km/h, 65.47 V, -8.87A , 13:55:6
55.24km/h, 65.47 V, -9.00A , 13:55:6
55.25km/h, 65.46 V, -9.22A , 13:55:6
55.33km/h, 65.45 V, -9.45A , 13:55:6
55.40km/h, 65.46 V, -9.44A , 13:55:6
55.42km/h, 65.45 V, -9.59A , 13:55:6
55.45km/h, 65.45 V, -9.70A , 13:55:6
55.49km/h, 65.53 V, -9.59A , 13:55:6
55.47km/h, 65.55 V, -9.57A , 13:55:6
55.48km/h, 65.47 V, -9.69A , 13:55:6
55.51km/h, 65.51 V, -9.67A , 13:55:6
55.52km/h, 65.55 V, -9.62A , 13:55:6
55.51km/h, 65.65 V, -9.61A , 13:55:6
55.45km/h, 65.75 V, -9.47A , 13:55:6
55.43km/h, 65.79 V, -9.42A , 13:55:6
55.38km/h, 65.82 V, -9.47A , 13:55:6
55.31km/h, 65.87 V, -9.38A , 13:55:6
55.24km/h, 65.88 V, -9.43A , 13:55:6
55.23km/h, 65.93 V, -9.33A , 13:55:7
55.20km/h, 66.03 V, -9.13A , 13:55:7
55.19km/h, 65.98 V, -9.16A , 13:55:7
55.14km/h, 66.02 V, -8.93A , 13:55:7
55.13km/h, 65.99 V, -8.84A , 13:55:7
55.12km/h, 65.92 V, -9.04A , 13:55:7
55.11km/h, 65.95 V, -9.06A , 13:55:7
55.16km/h, 65.95 V, -8.88A , 13:55:7
55.19km/h, 65.98 V, -8.99A , 13:55:7
55.20km/h, 65.97 V, -9.09A , 13:55:7
55.23km/h, 65.95 V, -9.31A , 13:55:7
55.27km/h, 65.94 V, -9.41A , 13:55:7
55.24km/h, 65.99 V, -9.30A , 13:55:7
55.28km/h, 65.99 V, -9.54A , 13:55:7
55.30km/h, 65.90 V, -9.70A , 13:55:7
55.31km/h, 65.89 V, -9.47A , 13:55:7
55.32km/h, 65.79 V, -9.55A , 13:55:7
55.36km/h, 65.71 V, -9.75A , 13:55:7
55.40km/h, 65.65 V, -9.58A , 13:55:7
55.43km/h, 65.58 V, -9.47A , 13:55:7
55.41km/h, 65.50 V, -9.44A , 13:55:7
55.38km/h, 65.45 V, -9.38A , 13:55:7
55.38km/h, 65.42 V, -9.46A , 13:55:7
55.36km/h, 65.36 V, -9.31A , 13:55:7
55.33km/h, 65.43 V, -9.10A , 13:55:7
55.33km/h, 65.40 V, -9.29A , 13:55:8
55.32km/h, 65.42 V, -9.22A , 13:55:8
55.29km/h, 65.43 V, -9.14A , 13:55:8
55.27km/h, 65.37 V, -9.29A , 13:55:8
55.28km/h, 65.38 V, -9.26A , 13:55:8
55.30km/h, 65.49 V, -9.18A , 13:55:8
55.32km/h, 65.53 V, -9.28A , 13:55:8
55.36km/h, 65.55 V, -9.19A , 13:55:8
55.36km/h, 65.60 V, -9.27A , 13:55:8
55.37km/h, 65.67 V, -9.38A , 13:55:8
55.35km/h, 65.78 V, -9.24A , 13:55:8
55.29km/h, 65.87 V, -9.30A , 13:55:8
55.27km/h, 65.97 V, -9.34A , 13:55:8
55.22km/h, 66.05 V, -9.26A , 13:55:8
55.18km/h, 66.09 V, -9.30A , 13:55:8
55.19km/h, 66.04 V, -9.48A , 13:55:8
55.18km/h, 66.03 V, -9.37A , 13:55:8
55.16km/h, 66.01 V, -9.47A , 13:55:8
55.15km/h, 65.95 V, -9.62A , 13:55:8
55.15km/h, 65.96 V, -9.52A , 13:55:8
55.15km/h, 65.88 V, -9.57A , 13:55:8
55.21km/h, 65.84 V, -9.47A , 13:55:8
55.19km/h, 65.79 V, -9.40A , 13:55:8
55.25km/h, 65.79 V, -9.43A , 13:55:8
55.28km/h, 65.78 V, -9.30A , 13:55:9
55.27km/h, 65.75 V, -9.23A , 13:55:9
55.27km/h, 65.69 V, -9.44A , 13:55:9
